Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1978","1978","index","114.77","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1979","1979","index","116.76","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1980","1980","index","120.24","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1981","1981","index","111.52","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1982","1982","index","119.35","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1983","1983","index","126.08","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1984","1984","index","122.87","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1985","1985","index","119.32","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1986","1986","index","119.19","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1987","1987","index","104.33","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1988","1988","index","108.44","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1989","1989","index","116.06","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1990","1990","index","120.56","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1991","1991","index","108.1","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1992","1992","index","100.7","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1993","1993","index","103.52","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1994","1994","index","104.6","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1995","1995","index","102.34","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1996","1996","index","103.18","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1997","1997","index","105.9","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1998","1998","index","95.38","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1999","1999","index","97.55","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2000","2000","index","105.15","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2001","2001","index","103.89","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2002","2002","index","107.16","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2003","2003","index","105.05","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2004","2004","index","103.97","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2005","2005","index","107.58","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2006","2006","index","104.22","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2007","2007","index","106.2","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2008","2008","index","104.39","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2009","2009","index","105.11","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2010","2010","index","96.34","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2011","2011","index","100.07","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2012","2012","index","95.87","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2013","2013","index","100.25","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2014","2014","index","101.38","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2015","2015","index","99.51","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2016","2016","index","99.11","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2017","2017","index","97.45","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2018","2018","index","92.23","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2019","2019","index","101.19","E","Estimated value"
"QI","Production Indices","246","Finland","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2020","2020","index","97.47","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1961","1961","index","95.27","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1962","1962","index","106.95","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1963","1963","index","99.9","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1964","1964","index","98.52","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1965","1965","index","102.96","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1966","1966","index","97.45","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1967","1967","index","103.02","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1968","1968","index","105.73","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1969","1969","index","99.08","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1970","1970","index","105.02","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1971","1971","index","104.17","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1972","1972","index","102.18","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1973","1973","index","110.99","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1974","1974","index","110.08","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1975","1975","index","103.38","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1976","1976","index","103.27","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1977","1977","index","99.67","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1978","1978","index","106.96","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1979","1979","index","115.13","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1980","1980","index","114.63","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1981","1981","index","110.61","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1982","1982","index","117.8","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1983","1983","index","112.26","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1984","1984","index","119.69","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1985","1985","index","117.4","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1986","1986","index","115.23","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1987","1987","index","118.18","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1988","1988","index","115.03","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1989","1989","index","113.58","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1990","1990","index","114.58","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1991","1991","index","110.63","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1992","1992","index","114.3","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1993","1993","index","107.97","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1994","1994","index","109.18","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1995","1995","index","111.17","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1996","1996","index","116.79","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1997","1997","index","117.33","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1998","1998","index","117.32","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1999","1999","index","117.52","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2000","2000","index","112.5","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2001","2001","index","107.03","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2002","2002","index","112.35","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2003","2003","index","102.73","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2004","2004","index","110.57","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2005","2005","index","105.89","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2006","2006","index","100.7","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2007","2007","index","98.84","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2008","2008","index","103.37","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2009","2009","index","103.61","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2010","2010","index","99.58","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2011","2011","index","101.3","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2012","2012","index","97.78","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2013","2013","index","95.73","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2014","2014","index","102.74","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2015","2015","index","102.07","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2016","2016","index","95.19","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2017","2017","index","100.89","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2018","2018","index","96.73","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2019","2019","index","97.7","E","Estimated value"
"QI","Production Indices","250","France","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2020","2020","index","91.68","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1961","1961","index","79.69","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1962","1962","index","86.72","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1963","1963","index","89.79","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1964","1964","index","87.33","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1965","1965","index","83.56","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1966","1966","index","87.21","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1967","1967","index","93.3","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1968","1968","index","93.36","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1969","1969","index","89.16","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1970","1970","index","92.03","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1971","1971","index","91.43","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1972","1972","index","91.05","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1973","1973","index","92.63","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1974","1974","index","95.69","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1975","1975","index","92.3","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1976","1976","index","89.98","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1977","1977","index","94.54","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1978","1978","index","98.58","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1979","1979","index","100.54","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1980","1980","index","99.28","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1981","1981","index","99.18","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1982","1982","index","104.31","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1983","1983","index","101.57","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1984","1984","index","108.55","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1985","1985","index","108.84","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1986","1986","index","112.41","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1987","1987","index","108.24","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1988","1988","index","108.16","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1989","1989","index","106.75","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1990","1990","index","103.84","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1991","1991","index","94.84","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1992","1992","index","89.35","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1993","1993","index","87.74","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1994","1994","index","84.37","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1995","1995","index","86.53","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1996","1996","index","88.48","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1997","1997","index","89.02","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1998","1998","index","90.44","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1999","1999","index","93.15","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2000","2000","index","94.19","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2001","2001","index","94.59","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2002","2002","index","90.32","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2003","2003","index","86.35","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2004","2004","index","95.85","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2005","2005","index","92.4","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2006","2006","index","90.52","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2007","2007","index","92.42","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2008","2008","index","97.3","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2009","2009","index","99.42","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2010","2010","index","95.71","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2011","2011","index","96.34","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2012","2012","index","97.13","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2013","2013","index","97.84","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2014","2014","index","103.41","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2015","2015","index","99.29","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2016","2016","index","97.3","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2017","2017","index","96.5","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2018","2018","index","90.11","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2019","2019","index","91.64","E","Estimated value"
"QI","Production Indices","276","Germany","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","2020","2020","index","92.39","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1961","1961","index","74.03","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1962","1962","index","63.89","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1963","1963","index","71.1","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1964","1964","index","70.19","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1965","1965","index","75.06","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1966","1966","index","78.42","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1967","1967","index","80.13","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1968","1968","index","78.01","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1969","1969","index","80.23","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1970","1970","index","86.61","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1971","1971","index","84.95","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1972","1972","index","88.96","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1973","1973","index","90.72","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1974","1974","index","98.88","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1975","1975","index","104.39","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1976","1976","index","97.43","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1977","1977","index","95.29","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1978","1978","index","100.76","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1979","1979","index","95.69","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1980","1980","index","106.38","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1981","1981","index","108.71","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1982","1982","index","108.05","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1983","1983","index","104.05","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1984","1984","index","107.6","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1985","1985","index","111.1","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1986","1986","index","104.86","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1987","1987","index","101.67","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1988","1988","index","108.87","E","Estimated value"
"QI","Production Indices","300","Greece","434","Gross per capita Production Index Number (2014-2016 = 100)","F2051","Agriculture","1989","1989","index","113.65","E","Estimated value"
