Domain Code,Domain,Area Code (M49),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2000","2000","3043","ILO - ILO Modelled Estimates","1000 persons","9.28","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2001","2001","3043","ILO - ILO Modelled Estimates","1000 persons","7.135","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2002","2002","3043","ILO - ILO Modelled Estimates","1000 persons","9.028","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2003","2003","3043","ILO - ILO Modelled Estimates","1000 persons","7.073","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2004","2004","3043","ILO - ILO Modelled Estimates","1000 persons","8.521","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2005","2005","3043","ILO - ILO Modelled Estimates","1000 persons","8.674","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2006","2006","3043","ILO - ILO Modelled Estimates","1000 persons","8.158","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2007","2007","3043","ILO - ILO Modelled Estimates","1000 persons","6.243","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2008","2008","3043","ILO - ILO Modelled Estimates","1000 persons","8.394","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2009","2009","3043","ILO - ILO Modelled Estimates","1000 persons","8.352","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2010","2010","3043","ILO - ILO Modelled Estimates","1000 persons","7.891","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2011","2011","3043","ILO - ILO Modelled Estimates","1000 persons","7.664","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2012","2012","3043","ILO - ILO Modelled Estimates","1000 persons","7.762","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2013","2013","3043","ILO - ILO Modelled Estimates","1000 persons","7.66","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2014","2014","3043","ILO - ILO Modelled Estimates","1000 persons","7.404","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2015","2015","3043","ILO - ILO Modelled Estimates","1000 persons","7.187","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2016","2016","3043","ILO - ILO Modelled Estimates","1000 persons","6.981","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2017","2017","3043","ILO - ILO Modelled Estimates","1000 persons","6.779","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2018","2018","3043","ILO - ILO Modelled Estimates","1000 persons","6.554","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","344","China, Hong Kong SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2019","2019","3043","ILO - ILO Modelled Estimates","1000 persons","6.346","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1991","1991","3043","ILO - ILO Modelled Estimates","1000 persons","0.683","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1992","1992","3043","ILO - ILO Modelled Estimates","1000 persons","0.693","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1993","1993","3043","ILO - ILO Modelled Estimates","1000 persons","0.695","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1994","1994","3043","ILO - ILO Modelled Estimates","1000 persons","0.691","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1995","1995","3043","ILO - ILO Modelled Estimates","1000 persons","0.703","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1996","1996","3043","ILO - ILO Modelled Estimates","1000 persons","0.793","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1997","1997","3043","ILO - ILO Modelled Estimates","1000 persons","0.792","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1998","1998","3043","ILO - ILO Modelled Estimates","1000 persons","0.781","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1999","1999","3043","ILO - ILO Modelled Estimates","1000 persons","0.785","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2000","2000","3043","ILO - ILO Modelled Estimates","1000 persons","0.801","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2001","2001","3043","ILO - ILO Modelled Estimates","1000 persons","0.841","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2002","2002","3043","ILO - ILO Modelled Estimates","1000 persons","0.849","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2003","2003","3043","ILO - ILO Modelled Estimates","1000 persons","0.865","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2004","2004","3043","ILO - ILO Modelled Estimates","1000 persons","0.924","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2005","2005","3043","ILO - ILO Modelled Estimates","1000 persons","0.986","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2006","2006","3043","ILO - ILO Modelled Estimates","1000 persons","1.053","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2007","2007","3043","ILO - ILO Modelled Estimates","1000 persons","1.138","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2008","2008","3043","ILO - ILO Modelled Estimates","1000 persons","1.195","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2009","2009","3043","ILO - ILO Modelled Estimates","1000 persons","1.232","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2010","2010","3043","ILO - ILO Modelled Estimates","1000 persons","1.284","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2011","2011","3043","ILO - ILO Modelled Estimates","1000 persons","1.33","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2012","2012","3043","ILO - ILO Modelled Estimates","1000 persons","1.366","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2013","2013","3043","ILO - ILO Modelled Estimates","1000 persons","1.405","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2014","2014","3043","ILO - ILO Modelled Estimates","1000 persons","1.452","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2015","2015","3043","ILO - ILO Modelled Estimates","1000 persons","1.474","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2016","2016","3043","ILO - ILO Modelled Estimates","1000 persons","1.476","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2017","2017","3043","ILO - ILO Modelled Estimates","1000 persons","1.484","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2018","2018","3043","ILO - ILO Modelled Estimates","1000 persons","1.502","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","446","China, Macao SAR","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2019","2019","3043","ILO - ILO Modelled Estimates","1000 persons","1.505","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1991","1991","3043","ILO - ILO Modelled Estimates","1000 persons","392615.035","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1992","1992","3043","ILO - ILO Modelled Estimates","1000 persons","390797.924","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1993","1993","3043","ILO - ILO Modelled Estimates","1000 persons","381752.672","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1994","1994","3043","ILO - ILO Modelled Estimates","1000 persons","371959.914","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1995","1995","3043","ILO - ILO Modelled Estimates","1000 persons","361097.198","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1996","1996","3043","ILO - ILO Modelled Estimates","1000 persons","354652.866","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1997","1997","3043","ILO - ILO Modelled Estimates","1000 persons","353496.284","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1998","1998","3043","ILO - ILO Modelled Estimates","1000 persons","355123.749","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1999","1999","3043","ILO - ILO Modelled Estimates","1000 persons","359775.159","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2000","2000","3043","ILO - ILO Modelled Estimates","1000 persons","363186.541","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2001","2001","3043","ILO - ILO Modelled Estimates","1000 persons","363092.913","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2002","2002","3043","ILO - ILO Modelled Estimates","1000 persons","364491.003","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2003","2003","3043","ILO - ILO Modelled Estimates","1000 persons","359775.898","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2004","2004","3043","ILO - ILO Modelled Estimates","1000 persons","346938.64","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2005","2005","3043","ILO - ILO Modelled Estimates","1000 persons","333527.945","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2006","2006","3043","ILO - ILO Modelled Estimates","1000 persons","319341.63","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2007","2007","3043","ILO - ILO Modelled Estimates","1000 persons","307608.607","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2008","2008","3043","ILO - ILO Modelled Estimates","1000 persons","298637.132","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2009","2009","3043","ILO - ILO Modelled Estimates","1000 persons","287694.305","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2010","2010","3043","ILO - ILO Modelled Estimates","1000 persons","278066.003","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2011","2011","3043","ILO - ILO Modelled Estimates","1000 persons","264892.629","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2012","2012","3043","ILO - ILO Modelled Estimates","1000 persons","256576.641","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2013","2013","3043","ILO - ILO Modelled Estimates","1000 persons","240626.394","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2014","2014","3043","ILO - ILO Modelled Estimates","1000 persons","226664.14","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2015","2015","3043","ILO - ILO Modelled Estimates","1000 persons","220039.325","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2016","2016","3043","ILO - ILO Modelled Estimates","1000 persons","213528.816","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2017","2017","3043","ILO - ILO Modelled Estimates","1000 persons","208092.115","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2018","2018","3043","ILO - ILO Modelled Estimates","1000 persons","200995.747","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","156","China, mainland","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2019","2019","3043","ILO - ILO Modelled Estimates","1000 persons","194347.207","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1991","1991","3043","ILO - ILO Modelled Estimates","1000 persons","893.879","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1992","1992","3043","ILO - ILO Modelled Estimates","1000 persons","893.73","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1993","1993","3043","ILO - ILO Modelled Estimates","1000 persons","884.703","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1994","1994","3043","ILO - ILO Modelled Estimates","1000 persons","880.41","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1995","1995","3043","ILO - ILO Modelled Estimates","1000 persons","869.358","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1996","1996","3043","ILO - ILO Modelled Estimates","1000 persons","847.005","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1997","1997","3043","ILO - ILO Modelled Estimates","1000 persons","831.146","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1998","1998","3043","ILO - ILO Modelled Estimates","1000 persons","817.471","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1999","1999","3043","ILO - ILO Modelled Estimates","1000 persons","797.338","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2000","2000","3043","ILO - ILO Modelled Estimates","1000 persons","769.773","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2001","2001","3043","ILO - ILO Modelled Estimates","1000 persons","741.971","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2002","2002","3043","ILO - ILO Modelled Estimates","1000 persons","746.522","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2003","2003","3043","ILO - ILO Modelled Estimates","1000 persons","735.57","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2004","2004","3043","ILO - ILO Modelled Estimates","1000 persons","680.403","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2005","2005","3043","ILO - ILO Modelled Estimates","1000 persons","624.54","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2006","2006","3043","ILO - ILO Modelled Estimates","1000 persons","587.685","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2007","2007","3043","ILO - ILO Modelled Estimates","1000 persons","575.486","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2008","2008","3043","ILO - ILO Modelled Estimates","1000 persons","567.716","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2009","2009","3043","ILO - ILO Modelled Estimates","1000 persons","576.641","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2010","2010","3043","ILO - ILO Modelled Estimates","1000 persons","584.185","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2011","2011","3043","ILO - ILO Modelled Estimates","1000 persons","576.423","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2012","2012","3043","ILO - ILO Modelled Estimates","1000 persons","579.8","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2013","2013","3043","ILO - ILO Modelled Estimates","1000 persons","577.585","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2014","2014","3043","ILO - ILO Modelled Estimates","1000 persons","583.543","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2015","2015","3043","ILO - ILO Modelled Estimates","1000 persons","589.853","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2016","2016","3043","ILO - ILO Modelled Estimates","1000 persons","591.718","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2017","2017","3043","ILO - ILO Modelled Estimates","1000 persons","591.479","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2018","2018","3043","ILO - ILO Modelled Estimates","1000 persons","596.427","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","158","China, Taiwan Province of","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2019","2019","3043","ILO - ILO Modelled Estimates","1000 persons","595.972","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","196","Cyprus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1991","1991","3043","ILO - ILO Modelled Estimates","1000 persons","43.537","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","196","Cyprus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1992","1992","3043","ILO - ILO Modelled Estimates","1000 persons","42.832","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","196","Cyprus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1993","1993","3043","ILO - ILO Modelled Estimates","1000 persons","42.79","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","196","Cyprus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1994","1994","3043","ILO - ILO Modelled Estimates","1000 persons","41.075","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","196","Cyprus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1995","1995","3043","ILO - ILO Modelled Estimates","1000 persons","40.745","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","196","Cyprus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1996","1996","3043","ILO - ILO Modelled Estimates","1000 persons","36.745","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","196","Cyprus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1997","1997","3043","ILO - ILO Modelled Estimates","1000 persons","32.811","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","196","Cyprus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1998","1998","3043","ILO - ILO Modelled Estimates","1000 persons","28.906","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","196","Cyprus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","1999","1999","3043","ILO - ILO Modelled Estimates","1000 persons","25.467","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","196","Cyprus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2000","2000","3043","ILO - ILO Modelled Estimates","1000 persons","22.865","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","196","Cyprus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2001","2001","3043","ILO - ILO Modelled Estimates","1000 persons","21.618","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","196","Cyprus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2002","2002","3043","ILO - ILO Modelled Estimates","1000 persons","24.158","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","196","Cyprus","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","13","Total","2003","2003","3043","ILO - ILO Modelled Estimates","1000 persons","24.59","X","Figure from international organizations","Adjusted"
